label,core
Austria_Late_Antiquity_Klosterneuburg_(Paleo-Balkan_Profile)_(n=1),Austria_Late_Antiquity_Klosterneuburg
Austria_Late_Antiquity-Early_Medieval_Lombard_Moedling_Leinerinnen_(Central_Euro_Profile)_(n=1),Austria_Late_Antiquity-Early_Medieval_Lombard_Moedling_Leinerinnen
Austria_Late_Antiquity-Early_Medieval_Lombard_Moedling_Leinerinnen_(Northwest_Euro_Profile)_(n=4),Austria_Late_Antiquity-Early_Medieval_Lombard_Moedling_Leinerinnen
Austria_Late_Modern_Vienna_(n=1),Austria_Late_Modern_Vienna
Austria_LN_LBK_Asparn_Schletz_(n=87),Austria_LN_LBK_Asparn_Schletz
Austria_Mesolithic_Wollersdorf_(n=1),Austria_Mesolithic_Wollersdorf
Austria_MLN_LBK_Kleinhadersdorf_(n=3),Austria_MLN_LBK_Kleinhadersdorf
Austria_MLN_LBK_Ratzerdorf_(n=1),Austria_MLN_LBK_Ratzerdorf
Austria_Roman_Empire_Klosterneuburg_(Northern_Euro_Profile)_(n=2),Austria_Roman_Empire_Klosterneuburg
Austria_Roman_Empire_Wels_(Alpine_Profile)_(low_res)_(n=1),Austria_Roman_Empire_Wels
Austria_Roman_Empire_Wels_(North_African_Profile)_(n=1),Austria_Roman_Empire_Wels
Austria_Roman_Empire_Wels_(West_Med_Profile)_(low_res)_(n=1),Austria_Roman_Empire_Wels
Austria_Roman_Empire-Late_Antiquity_Klosterneuburg_(Alpine_Profile)_(n=1),Austria_Roman_Empire-Late_Antiquity_Klosterneuburg
Austria_Roman_Empire-Late_Antiquity_Klosterneuburg_(North_Adriatic_Profile)_(n=1),Austria_Roman_Empire-Late_Antiquity_Klosterneuburg
Austria_Roman_Empire-Late_Antiquity_Klosterneuburg_(Northern_Euro_Profile)_(n=1),Austria_Roman_Empire-Late_Antiquity_Klosterneuburg
